skill_category,skill,info_url
"Database Architecture and Administration","Database Normalization",https://lightcast.io/open-skills/skills/KS122PN6HJ7F8ZGYBRHF
"Database Architecture and Administration","Database Partitioning",https://lightcast.io/open-skills/skills/KSJXVDWZA8ZHTG2OV4UA
"Database Architecture and Administration","Database Performance Analyzer",https://lightcast.io/open-skills/skills/KS7G6ZW78V5PGYDQRWKP
"Database Architecture and Administration","Database Permissions",https://lightcast.io/open-skills/skills/KSXSX8J6S8V1GTDSTNX3
"Database Architecture and Administration","Database Programmer's Toolkits",https://lightcast.io/open-skills/skills/KS122QR676R99057JZMQ
"Database Architecture and Administration","Database Testing",https://lightcast.io/open-skills/skills/KS122QS72H484C58V3K6
"Database Architecture and Administration","Database Triggers",https://lightcast.io/open-skills/skills/KS122QV6XH9GT49KYGYD
"Database Architecture and Administration","Database Tuning",https://lightcast.io/open-skills/skills/KS122QV72R050DBNK96S
"Database Architecture and Administration","Database Upgrades",https://lightcast.io/open-skills/skills/BGS32E7ABED1EBD5B3BC
"Database Architecture and Administration",DBArtisan,https://lightcast.io/open-skills/skills/BGS90155E47EBAEA3802
"Database Architecture and Administration",DbFit,https://lightcast.io/open-skills/skills/KS9WGWOZ2H89XI2D0LA7
"Database Architecture and Administration",DbVisualizer,https://lightcast.io/open-skills/skills/KS4SH7RDEHF05WTIM2LE
"Database Architecture and Administration",Denormalization,https://lightcast.io/open-skills/skills/KSP4PXM03YAVDT77E0TK
"Database Architecture and Administration","Dynamic Management Views",https://lightcast.io/open-skills/skills/BGSC19ACC09B40583FEF
"Database Architecture and Administration","Embarcadero Software",https://lightcast.io/open-skills/skills/BGS144FFE8B525930A33
"Database Architecture and Administration",Expdp,https://lightcast.io/open-skills/skills/KSXRTSU8WUBAS5YOSRCD
"Database Architecture and Administration","Foglight (Database Software)",https://lightcast.io/open-skills/skills/ES169021DFA3A32E9B8B
"Database Architecture and Administration",Galera,https://lightcast.io/open-skills/skills/KSNQU6M450XQCYTRSWY7
"Database Architecture and Administration",Hdinsight,https://lightcast.io/open-skills/skills/KS75SQSBCUGFF15L0DWN
"Database Architecture and Administration",Impdp,https://lightcast.io/open-skills/skills/KS27L4VF1V8JC1GTEDLX
"Database Architecture and Administration",InnoDB,https://lightcast.io/open-skills/skills/KS1255H6JGN13M3SF6T5
"Database Architecture and Administration",Litespeed,https://lightcast.io/open-skills/skills/KSS3YDGUY4L8IQQNFDG3
"Database Architecture and Administration","Logical Data Models",https://lightcast.io/open-skills/skills/KS125YV76YSLN6F9T2NN
"Database Architecture and Administration","Merge Replication",https://lightcast.io/open-skills/skills/KSKPN8FJKASQPSJXGGQT
"Database Architecture and Administration",MS-DTSX,https://lightcast.io/open-skills/skills/KS1237672SB3BVDWNMTY
"Database Architecture and Administration","MySQL Workbench",https://lightcast.io/open-skills/skills/KS122R865B9T68GPYPF2
"Database Architecture and Administration",NameNode,https://lightcast.io/open-skills/skills/KS2FO1FFDX6UM3A5X8LD
"Database Architecture and Administration","Object-Role Modeling",https://lightcast.io/open-skills/skills/KS127606DJL6P2243NP5
"Database Architecture and Administration","Oracle Advanced Security",https://lightcast.io/open-skills/skills/BGSEF0FE17AD32C8A029
"Database Architecture and Administration","Oracle Applications DBA",https://lightcast.io/open-skills/skills/BGSDD6FCA6CE591B3F7B
"Database Architecture and Administration","Oracle Audit Vault",https://lightcast.io/open-skills/skills/BGS186B21532D7205BD1
"Database Architecture and Administration","Oracle Data Guard",https://lightcast.io/open-skills/skills/KS122R070MXMQQDPGZ1Z
"Database Architecture and Administration","Oracle Database Administration (DBA)",https://lightcast.io/open-skills/skills/BGS97AE4A6D926E1A7F4
"Database Architecture and Administration","Oracle Database Appliance",https://lightcast.io/open-skills/skills/BGSE862432B1B77571FF
"Database Architecture and Administration","Oracle Database Vault",https://lightcast.io/open-skills/skills/BGS27C53C2DAA740F437
"Database Architecture and Administration","Oracle Engineered Systems",https://lightcast.io/open-skills/skills/BGSE4F4B50D1E8E93F91
"Database Architecture and Administration","Oracle Enterprise Manager",https://lightcast.io/open-skills/skills/KS9NOVV0ASY3FFC79V4M
"Database Architecture and Administration","Oracle Exadata",https://lightcast.io/open-skills/skills/KS123Q8696L47ZTD84ND
"Database Architecture and Administration","Oracle GoldenGate",https://lightcast.io/open-skills/skills/KS1GJ2GT804MQRKB1EKB
"Database Architecture and Administration","Oracle RAC",https://lightcast.io/open-skills/skills/KS127F565LY4NTB1J1FN
"Database Architecture and Administration","Oracle Streams",https://lightcast.io/open-skills/skills/KSV4REFUP1SYE0VHZN98
"Database Architecture and Administration","Oracle Text",https://lightcast.io/open-skills/skills/KSW02U0G2EL6TDV0BJHS
"Database Architecture and Administration","Oracle Toad",https://lightcast.io/open-skills/skills/BGSA1ED2620347FFCA38
"Database Architecture and Administration","Peoplesoft Administration",https://lightcast.io/open-skills/skills/BGS23329C7A1F40BEC97
"Database Architecture and Administration","Peoplesoft Internet Architecture",https://lightcast.io/open-skills/skills/BGSAB22E991E03FCCCE4
"Database Architecture and Administration",Pgbouncer,https://lightcast.io/open-skills/skills/KSR219TRCUXXTJ8Y0FI7
"Database Architecture and Administration",PHPMyAdmin,https://lightcast.io/open-skills/skills/KS127T174XSWC7FC998W
"Database Architecture and Administration","Physical Schema",https://lightcast.io/open-skills/skills/KS127TM6J75ZBQHDYWX7
"Database Architecture and Administration","Query Analyzer",https://lightcast.io/open-skills/skills/KS2UW2GDYLDIR0HC3TOR
"Database Architecture and Administration","Query Optimization",https://lightcast.io/open-skills/skills/KS1289Y78X8HDRH2PLM8
"Database Architecture and Administration","Query Performance",https://lightcast.io/open-skills/skills/KS0XGXJLZ6VW4XDGP9G0
"Database Architecture and Administration","Query Planning",https://lightcast.io/open-skills/skills/KS123RF6CC1XH254R50G
"Database Architecture and Administration","Query Tuning",https://lightcast.io/open-skills/skills/KSEQRDO17EXR3W7BUJ7M
"Database Architecture and Administration","Redo Log",https://lightcast.io/open-skills/skills/KS1278J78WH6P5SXD9BT
"Database Architecture and Administration","Referential Integrity",https://lightcast.io/open-skills/skills/KS128GF6F8H9L3J8FVQ0
"Database Architecture and Administration","Relational Database Design",https://lightcast.io/open-skills/skills/BGSAE1811A82CFFA5033
"Database Architecture and Administration",SharePlex,https://lightcast.io/open-skills/skills/BGSAD71B8688F080999F
"Database Architecture and Administration","SQL And Java (SQLJ)",https://lightcast.io/open-skills/skills/KS440WF62M99R6DGCG0S
"Database Architecture and Administration","SQL Server Agent",https://lightcast.io/open-skills/skills/KS440W978594SQ4X95WS
"Database Architecture and Administration","SQL Server Integration Services (SSIS)",https://lightcast.io/open-skills/skills/KS440WB6JXXD43XXP1GJ
"Database Architecture and Administration","SQL Server Management Studio",https://lightcast.io/open-skills/skills/KS126RT6DLPKGK0QM8R6
"Database Architecture and Administration","SQL Server Reporting Services",https://lightcast.io/open-skills/skills/KS440W86BCX0F0Y96HVJ
"Database Architecture and Administration","Ssrs 2012",https://lightcast.io/open-skills/skills/KSC3OUQU5BVGQTA3C8PW
"Database Architecture and Administration",Statspack,https://lightcast.io/open-skills/skills/BGSD90532617D73CA472
"Database Architecture and Administration","Third Normal Form",https://lightcast.io/open-skills/skills/KS1201R723ZJY5ZV1ZHN
"Database Architecture and Administration",TKProf,https://lightcast.io/open-skills/skills/BGS56A641E9CA79A5A14
"Database Architecture and Administration","Transactional Replication",https://lightcast.io/open-skills/skills/KSCCASHYKAJCNNWAA359
Databases,"Active Record Pattern",https://lightcast.io/open-skills/skills/KS1205K6XZ25BV21F5N9
Databases,ADABAS,https://lightcast.io/open-skills/skills/KS1206267TYTXHMT77TM
Databases,"Adhoc Queries",https://lightcast.io/open-skills/skills/KS0U36DG9Y1PX3SEGGKO
Databases,"Advantage Database Servers",https://lightcast.io/open-skills/skills/KS1208S70FYG18RSVNF9
Databases,Aerospike,NULL
Databases,"Aggregation Framework",https://lightcast.io/open-skills/skills/ESF4A28B6A7C06C693D2
Databases,AllegroGraph,https://lightcast.io/open-skills/skills/KS120DK5VY2HMZLQFK2P
Databases,"Amazon Athena",https://lightcast.io/open-skills/skills/ES76885391843027C724
Databases,"Amazon Aurora",https://lightcast.io/open-skills/skills/ESA44B9B1657D479ACDA
Databases,"Amazon DocumentDB",https://lightcast.io/open-skills/skills/ESB376E9EFC518310EC1
Databases,"Amazon DynamoDB",https://lightcast.io/open-skills/skills/KS1238D6SC8NVDVCSMRB
Databases,"Amazon Neptune",https://lightcast.io/open-skills/skills/ES71AAF1A7F799D7DE4C
Databases,"Amazon Relational Database Services",https://lightcast.io/open-skills/skills/KS120FP5XWVKP9LR719W
Databases,"Amazon SimpleDB",https://lightcast.io/open-skills/skills/KS440LL6WQMZP5NPVDC6
Databases,"Apache Avro",https://lightcast.io/open-skills/skills/ES46B35A3B4C0E0F52ED
Databases,"Apache Cassandra",https://lightcast.io/open-skills/skills/KSKQAOQWXI50O1JWMNF7
Databases,"Apache Drill",https://lightcast.io/open-skills/skills/ES8D2B3D9F29D5C20A8D
Databases,"Apache Druid",https://lightcast.io/open-skills/skills/KSJVBCV2CGWWO6H0PPYE
Databases,"Apache HBase",https://lightcast.io/open-skills/skills/KS124M479HR1FQGGVSBK
Databases,"Apache Ignite",https://lightcast.io/open-skills/skills/ESEDC8B5A0533D0A0E45
Databases,"Apache Impala",https://lightcast.io/open-skills/skills/ES9613DFFD585C2AFD9B
Databases,"Apache Kafka",https://lightcast.io/open-skills/skills/KSN97GEUHPNGNAQFDCGY
Databases,"Apache Parquet",https://lightcast.io/open-skills/skills/ES7FC426CC494FB4846B
Databases,"Apache Phoenix",https://lightcast.io/open-skills/skills/ES5DEE17A0C1424A61FF
Databases,"Apache Torque",https://lightcast.io/open-skills/skills/KS687GF67CRGRQYCYT6F
Databases,ArangoDB,https://lightcast.io/open-skills/skills/KSQFM99PE6E0ZGJQENJ4
Databases,"Azure Cosmos DB",https://lightcast.io/open-skills/skills/ESF91B25CF9205D0E8E0
Databases,"Basis Database",https://lightcast.io/open-skills/skills/KS120XR6HQPF91LCVB0B
Databases,"Berkeley DB",https://lightcast.io/open-skills/skills/KS120ZM69Q4KLFVZY8KM
Databases,"Btrieve/Pervasive Software",https://lightcast.io/open-skills/skills/KS1217F75ZTKTLCWXRTH
Databases,"ClickHouse DBMS",https://lightcast.io/open-skills/skills/BGS830D13923C4687DF9
Databases,"Cloud Firestore",https://lightcast.io/open-skills/skills/ESA761BAB136E27CF537
Databases,Cloudant,https://lightcast.io/open-skills/skills/KSPV16QR785NRO6R0MOA
Databases,"Cloudera Impala",https://lightcast.io/open-skills/skills/KS1220N6Z29JM88N1RSV
Databases,"Content Repository",https://lightcast.io/open-skills/skills/KS122BQ6BFV31J1VB1CV
Databases,"Couchbase Servers",https://lightcast.io/open-skills/skills/KS122FR6ZRQPY0QGKL3X
Databases,CouchDB,https://lightcast.io/open-skills/skills/KS122FS64JBPZR7CST0B
Databases,"Database Application",https://lightcast.io/open-skills/skills/KS122QJ64VGLBYPMNM11
Databases,"Database Engines",https://lightcast.io/open-skills/skills/KS440ZL6RMLFTWP346LK
Databases,"Database Indexes",https://lightcast.io/open-skills/skills/KSQU3HFQNP1OMNCPVRA1
Databases,"Database Management Systems",https://lightcast.io/open-skills/skills/KS122NP6Q1WTCX2CYC2J
Databases,"Database Queries",https://lightcast.io/open-skills/skills/KS122QR67M3DQDNP937T
Databases,"Database Query Tools",https://lightcast.io/open-skills/skills/BGS3186462DB90AB7C7D
Databases,"Database Schema",https://lightcast.io/open-skills/skills/KS122QR6WQ8M7BLY05B3
Databases,"Database Software",https://lightcast.io/open-skills/skills/BGS36C5119DD59EDA074
Databases,"Database Storage Structures",https://lightcast.io/open-skills/skills/KS122QS6KJ569XHB35P3
Databases,"Database Systems",https://lightcast.io/open-skills/skills/ES58B589F1D2D5363714
Databases,"Database Transactions",https://lightcast.io/open-skills/skills/KS122QT717GV4RMQZRD3
Databases,Datacom/DB,https://lightcast.io/open-skills/skills/KS122QY6MDT2BGLT8RYL
Databases,Dataframe,https://lightcast.io/open-skills/skills/KSVSPJRPGW75PWUVG5KD
Databases,Datapump,https://lightcast.io/open-skills/skills/KSTF2WRJPLELUX2OV36X
Databases,Datastax,https://lightcast.io/open-skills/skills/KSN1IQNZNYZU67CCG7GL
Databases,"DataStax Enterprise",https://lightcast.io/open-skills/skills/BGSF9A67A0B6C4DDB8A3
Databases,DB2/400,https://lightcast.io/open-skills/skills/KS01CEMFI8VW30MHZWZ6
Databases,DBase,https://lightcast.io/open-skills/skills/KS122R95X7B3K4S95MQC
Databases,"Distributed Database",https://lightcast.io/open-skills/skills/KS1231T6GYWKY8L06BNB
Databases,"Document-Oriented Databases",https://lightcast.io/open-skills/skills/KS1233L645QDKLXSG1XY
Databases,"Dynamic Queries",https://lightcast.io/open-skills/skills/KSLC9ECNY0L2JPJPARC9
Databases,"Embedded Databases",https://lightcast.io/open-skills/skills/KS123GG6Q6Q6B08K2DHS
Databases,Enscribe,https://lightcast.io/open-skills/skills/BGS8E6FCCB481BAEFA26
Databases,EnterpriseDB,https://lightcast.io/open-skills/skills/KSQ7R4G4FSPNBJ022V1I
Databases,"Epic Clarity",https://lightcast.io/open-skills/skills/KS123LW74RCYL5CQ5LYB
Databases,"External Tables",https://lightcast.io/open-skills/skills/KS44K63LK7KDOS3D5DSD
Databases,"Federated Database Systems",https://lightcast.io/open-skills/skills/KS123VZ6X7H2Y2HSQ1FJ
Databases,"Firebird Database",https://lightcast.io/open-skills/skills/KS7G7NK6XPPWW1NJSHY9
Databases,"Flat File Database",https://lightcast.io/open-skills/skills/KS123ZY73FV7G6JJ6RLK
Databases,"Foreign Keys",https://lightcast.io/open-skills/skills/KS07GLHR55JPN7L16I5R
Databases,FoxPro,https://lightcast.io/open-skills/skills/KS1242Z5ZL0MBN0XM330
Databases,"Graph Database",https://lightcast.io/open-skills/skills/KS124GX79GX5DT17X6R1
Databases,GraphDB,https://lightcast.io/open-skills/skills/KSD1C9GEB9HVHVM3OQ0X
Databases,"Hierarchical Database Model",https://lightcast.io/open-skills/skills/KS124PW6H0WZ90NNMSDJ
Databases,"Hyper SQL Database (HSQLDB)",https://lightcast.io/open-skills/skills/KS124TQ5ZQ3JY89WBZQ8
Databases,"IBM Informix",https://lightcast.io/open-skills/skills/ES35D2C8B69F5D2BC60E
Databases,"IBM Spufi",https://lightcast.io/open-skills/skills/KS124YX64509ZP0YDM7Z
Databases,"IBM SQL/DS",https://lightcast.io/open-skills/skills/KS124YX6MWVXS3VQB238
Databases,"In-Memory Database",https://lightcast.io/open-skills/skills/KS128CN63J5V220Y78LR
Databases,IndexedDB,https://lightcast.io/open-skills/skills/KS2W8ORDWQPGSHT5ZGTX
Databases,InfluxDB,https://lightcast.io/open-skills/skills/KSK75BDHVQKKDYLG49P9
Databases,"Ingres Database",https://lightcast.io/open-skills/skills/KS125556HQMR2M3PVX6V
Databases,"Integrated Maintenance Data System",https://lightcast.io/open-skills/skills/KS7G5ZF6PG0103SJC5PR
Databases,"Intersystems Cache",https://lightcast.io/open-skills/skills/KS1259K70WY95K41VJMM
Databases,JanusGraph,https://lightcast.io/open-skills/skills/BGSE5CF767F3F1FFDD4D
Databases,"Linked Tables",https://lightcast.io/open-skills/skills/KSMM98T80WTP0QOVNSXK
Databases,"Logical Databases",https://lightcast.io/open-skills/skills/KS125YV74LBDNL14XZ3T
Databases,MariaDB,https://lightcast.io/open-skills/skills/KS1264Y6FZC3R4TPFMN6
Databases,"Materialized View",https://lightcast.io/open-skills/skills/KS1266X6YHFL7MWX98DM
Databases,MaxDB,https://lightcast.io/open-skills/skills/KS1267H5ZG5Q38NCSSJW
Databases,Memsql,https://lightcast.io/open-skills/skills/KSRDF18BJJNPKQN9L9UI
Databases,"Metadata Repository",https://lightcast.io/open-skills/skills/KS126F1767ZRV752PS04
Databases,"Microsoft SQL Server Data Engine (MSDE)",https://lightcast.io/open-skills/skills/KS126HC6MQMF761MR1VY
Databases,"Microsoft SQL Servers",https://lightcast.io/open-skills/skills/KS126JR6F5V2TRCLB1H5
Databases,"Mini SQL (MSQL)",https://lightcast.io/open-skills/skills/KS126RS5Y1LJBKFTBDDH
Databases,MongoDB,https://lightcast.io/open-skills/skills/KS126PF6PJY1N0ZX5R0P
Databases,MyISAM,https://lightcast.io/open-skills/skills/KS126TZ6J3BDCLTQBWB3
Databases,MySQL,https://lightcast.io/open-skills/skills/KS126QY605N7YVHFYCTW
Databases,Mysql5,https://lightcast.io/open-skills/skills/KSOV4MMWX16686WVM1V0
Databases,Neo4j,https://lightcast.io/open-skills/skills/KS126X96GY4ZNCW5K7BM
Databases,"Non-Relational Data Stores",https://lightcast.io/open-skills/skills/BGS32B9EE0A35426B1BA
Databases,"NonStop SQL",https://lightcast.io/open-skills/skills/KS1272N6NN3ZKFXYCFL4
Databases,NoSQL,https://lightcast.io/open-skills/skills/KS1272Y6RFNZKNGWDWMB
Databases,"Object-Relational Database",https://lightcast.io/open-skills/skills/KS1275Z6QCRH2KNF21Z9
Databases,"Online Databases",https://lightcast.io/open-skills/skills/KS1278F79SB34DZ9D3BJ
Databases,OpenTSDB,https://lightcast.io/open-skills/skills/KSCT10WTW1HYOP2QZRSC
Databases,"Operational Databases",https://lightcast.io/open-skills/skills/KS127CR6B7KHCLWC4L20
Databases,"Operational Historian",https://lightcast.io/open-skills/skills/KS122P66DK1Q1YNYX5N9
Databases,"Oracle Databases",https://lightcast.io/open-skills/skills/KS127F36326KXDQ104H6
Databases,"Oracle 10g",NULL
Databases,Oracle12c,https://lightcast.io/open-skills/skills/KSEXIMU45TSA7GV5WI6M
Databases,OrientDB,https://lightcast.io/open-skills/skills/KSX10WOFJPJNMHZR3DO9
Databases,"Pervasive PSQL",https://lightcast.io/open-skills/skills/KS127QK5VVSGZ9QTHN69
Databases,Pgpool,https://lightcast.io/open-skills/skills/KSPDQLVEAKWWXCA3578J
Databases,PostgreSQL,https://lightcast.io/open-skills/skills/KS125TB6YR6236RKM563
Databases,PrestoDB,https://lightcast.io/open-skills/skills/KSDXW913EUS0H6NNQGZ2
Databases,"Primary Keys",https://lightcast.io/open-skills/skills/ESF38F6400BF42B00F51
Databases,"Program Database",https://lightcast.io/open-skills/skills/KS1283T66XPYCFBK6SYL
Databases,"Progress Db",https://lightcast.io/open-skills/skills/KS44Q7QWTI1HGYN06YLG
Databases,"Query Hints",https://lightcast.io/open-skills/skills/ESC57F28E764B6E8AAD0
Databases,RavenDB,https://lightcast.io/open-skills/skills/KS1X71B5S6OZNCFHJRLE
Databases,Redis,https://lightcast.io/open-skills/skills/KS128G66RG96FZNHFCXY
Databases,"Relational Database Management Systems",https://lightcast.io/open-skills/skills/KS128DP6PNFCR9FZ7B8R
Databases,"Relational Databases",https://lightcast.io/open-skills/skills/KS122QK6TH01FWQ9X8CH
Databases,"Relational Model",https://lightcast.io/open-skills/skills/KSBX3V1GK6YT5P55E03O
Databases,RethinkDB,https://lightcast.io/open-skills/skills/KSKPSQY8IHL9K7T2FWFB
Databases,Riak,https://lightcast.io/open-skills/skills/KS440335ZL9JCGPPXTH2
Databases,"Rocket U2",https://lightcast.io/open-skills/skills/KS124Z46L4V6C3B6K9GK
Databases,RocksDB,https://lightcast.io/open-skills/skills/BGSB51F93262F4D06C8A
Databases,"SAP HANA",https://lightcast.io/open-skills/skills/KS4408L61RHMD4XLWTM6
Databases,"SAP Sybase Adaptive Server Enterprise",https://lightcast.io/open-skills/skills/KS1206867SWYMF3GC4J7
Databases,"SAP Sybase SQL Anywhere",https://lightcast.io/open-skills/skills/KS441496J114SN51R49H
Databases,"SQL Anywhere",https://lightcast.io/open-skills/skills/KS440W46H1Z47YBN3NY0
Databases,"SQL Azure",https://lightcast.io/open-skills/skills/KS126JR77DBJ9FCVD3N7
Databases,"Sql Optimization",https://lightcast.io/open-skills/skills/KS8EJ7J5EDY3PHI4WTV8
Databases,"SQL Server Compact",https://lightcast.io/open-skills/skills/KS440W46YW91224JR6PB
Databases,"SQL Server Express",https://lightcast.io/open-skills/skills/KS126JS5XGDYZHWB0QW2
Databases,SQL*Plus,https://lightcast.io/open-skills/skills/KS440W771ZMD9ZXQTJ6M
Databases,SQLAlchemy,https://lightcast.io/open-skills/skills/KS440WD72WMZLQT09C91
Databases,SQLDB,https://lightcast.io/open-skills/skills/KSYV5EBPPBP2Q1PIAUUF
Databases,SQLite,https://lightcast.io/open-skills/skills/KS440W76J3DH5DJCNPQ7
Databases,"Surrogate Key",https://lightcast.io/open-skills/skills/KSBRFQ3AVMLMVWKFN3TL
Databases,"Sybase (Software)",https://lightcast.io/open-skills/skills/ES175072C2EBB67D511D
Databases,Tablespace,https://lightcast.io/open-skills/skills/KS441655XJFSSQ8R8L3W
Databases,"Technical Data Management Systems",https://lightcast.io/open-skills/skills/KS4418G6T9TNVVDPQGPW
Databases,"Temp Tables",https://lightcast.io/open-skills/skills/KSI40UDX2L5TDQJR283C
Databases,Tempdb,https://lightcast.io/open-skills/skills/KSUDR02I9G7AWARREJP8
Databases,"Teradata SQL",https://lightcast.io/open-skills/skills/KS4419Z70Q998JFCGBQ0
Databases,"Text Database",https://lightcast.io/open-skills/skills/KSCTUVOE18TS119CLART
Databases,"Translation Memory",https://lightcast.io/open-skills/skills/KS4417H779PQ3M8S9HBW
Databases,"Universal Database (UDB)",https://lightcast.io/open-skills/skills/KS7G7W4628XBVJ3YH1TB
Databases,"Very Large Databases (VLDB)",https://lightcast.io/open-skills/skills/ESA23BF5999FCE3E08AD
Databases,"Web SQL Databases",https://lightcast.io/open-skills/skills/KS4420K676H1NVK75D94
Databases,"XML Databases",https://lightcast.io/open-skills/skills/KS4427G6F1RCNPYRF7KN
"Distributed Computing",Alluxio,https://lightcast.io/open-skills/skills/BGSE09176B374A322B31
"Distributed Computing","Apache Mesos",https://lightcast.io/open-skills/skills/KS3N58960HSVQDBK5M24
"Distributed Computing","Azure Load Balancer",https://lightcast.io/open-skills/skills/BGS6954B1B5C76076457
"Distributed Computing","Client Server Models",https://lightcast.io/open-skills/skills/KS1219X5XJFKMGG8LYC1
"Distributed Computing","Concurrent Computing",https://lightcast.io/open-skills/skills/KS1228D64QGWWH1WN4FD
"Distributed Computing","Coherent Object Architecture",NULL
"Distributed Computing","Component And Architectural Design",NULL
"Distributed Computing","Data Grid",https://lightcast.io/open-skills/skills/KS122P465V16YD56K8MW
"Distributed Computing","DFS Replication",NULL
"Distributed Computing","Distributed Cache",https://lightcast.io/open-skills/skills/KS16IRYQZYF6WKIU70FO
"Distributed Computing","Distributed Component Object Model",https://lightcast.io/open-skills/skills/KS1224769PSK7KF2BJNJ
"Distributed Computing","Distributed Computing",https://lightcast.io/open-skills/skills/KS12320732STS9N7XT64
"Distributed Computing","Distributed Data Store",https://lightcast.io/open-skills/skills/KS1231R70MKTVVGHC6TZ
"Distributed Computing","Distributed Design Patterns",https://lightcast.io/open-skills/skills/KS1231V6LZ103YM0LLL9
"Distributed Computing","Distributed File Systems",https://lightcast.io/open-skills/skills/KS122WR65W0M1GFHCW9W
"Distributed Computing","Distributed Memory",https://lightcast.io/open-skills/skills/KS440JF6VRTCXZ7P1C7Z
"Distributed Computing","Distributed Object",https://lightcast.io/open-skills/skills/KS123205XFD994GSX8MQ
"Distributed Computing","Distributed Programming",https://lightcast.io/open-skills/skills/KSB0GIGU84LMN8PSGJI6
"Distributed Computing","Distributed Resource Scheduler",https://lightcast.io/open-skills/skills/KS7G2CJ73WJVPXF5TZYB
"Distributed Computing","Distributed Transaction",https://lightcast.io/open-skills/skills/KS12321635SBTMM5HXDR
"Distributed Computing","Edge Computing",https://lightcast.io/open-skills/skills/ESF0F40205B3463E8E31
"Distributed Computing","Elastic Load Balancer",https://lightcast.io/open-skills/skills/KSMCKVWM9DNNBDEB2LT9
"Distributed Computing","F5 Load Balancers",https://lightcast.io/open-skills/skills/BGSECAAB8BEF0DADC5AF
"Distributed Computing","Global File System",https://lightcast.io/open-skills/skills/KS7G3GF5VKD57J5ZSQHY
"Distributed Computing","Global Server Load Balancing",https://lightcast.io/open-skills/skills/KS124JF6TWM8RFDX9PSF
"Distributed Computing","Grid Computing",https://lightcast.io/open-skills/skills/KSMNX7OSFPI4MQKB3F9E
"Distributed Computing",gRPC,https://lightcast.io/open-skills/skills/BGSB9A5A49020C6E0886
"Distributed Computing","Hadoop Distributed File System (HDFS)",https://lightcast.io/open-skills/skills/KS124KT63GC904KZ0K4W
"Distributed Computing","IBM Parallel Sysplex",https://lightcast.io/open-skills/skills/KS1247H778YJ7JZ4J81J
"Distributed Computing","Load Balancing",https://lightcast.io/open-skills/skills/KS7G6D96PMHVV7MGQ3QS
"Distributed Computing","Network Load Balancing",https://lightcast.io/open-skills/skills/KS126ZH6PCC801N9PZLF
"Distributed Computing","Network File Systems",https://lightcast.io/open-skills/skills/KS126Z96VGCWNC1XK643
"Distributed Computing","OneFS Distributed File Systems",https://lightcast.io/open-skills/skills/KS1278B75X87FP70FJSH
"Distributed Computing","Parallel Computing",https://lightcast.io/open-skills/skills/KS127KC68PM4MXZJD57N
"Distributed Computing","Parallel Processing",https://lightcast.io/open-skills/skills/KS6MBICW33QBM1KAPCWI
"Distributed Computing",Peer-To-Peer,https://lightcast.io/open-skills/skills/KS127HV79TKXNPC1DSQ2
"Distributed Computing","Remote Procedure Call",https://lightcast.io/open-skills/skills/KS440025WPGVG5CLBVHF
"Distributed Computing","TIBCO Hawk",https://lightcast.io/open-skills/skills/KS441D46MD2YCWT46V5M
"Distributed Computing",XML-RPC,https://lightcast.io/open-skills/skills/KS4427P6FKVP97RGM6NB
"Enterprise Application Management","Apache Servicemix",https://lightcast.io/open-skills/skills/KS440HN6KKP3CLZ70XMX
"Enterprise Application Management","Application Integration Architecture",https://lightcast.io/open-skills/skills/KS7G08R67XD060RQPQV3
"Enterprise Application Management","Application Portfolio Management",https://lightcast.io/open-skills/skills/KS120L86PQ7P0RFLL5JS
"Enterprise Application Management","ATG Dynamo",https://lightcast.io/open-skills/skills/BGS498A0E20998B285FB
"Enterprise Application Management","Azure Service Bus",https://lightcast.io/open-skills/skills/ES592DD582F7B34D872A
"Enterprise Application Management","Cross-Functional Integration",https://lightcast.io/open-skills/skills/BGSD348B3C19CF65E8D1
"Enterprise Application Management","Custom Web Parts",https://lightcast.io/open-skills/skills/ES9193C9EF95E0121AD9
"Enterprise Application Management","Enterprise Application Integration",https://lightcast.io/open-skills/skills/KS120L470LCJFX8WYB2G
"Enterprise Application Management","Enterprise Application Software",https://lightcast.io/open-skills/skills/KS7G2ZB6N9RBHQZXD86Q
"Enterprise Application Management","Enterprise Architecture",https://lightcast.io/open-skills/skills/KS1254R6D2Y03RHKCVHR
"Enterprise Application Management","Enterprise Architecture Framework",https://lightcast.io/open-skills/skills/KS1238M5Z5N1SZVZFMQD
"Enterprise Application Management","Enterprise Integration",https://lightcast.io/open-skills/skills/ESAAF6E616E22B7716D8
"Enterprise Application Management","Enterprise Service Bus",https://lightcast.io/open-skills/skills/ESF5C9E82531C95DE9C3
"Enterprise Application Management","Federal Enterprise Architecture",https://lightcast.io/open-skills/skills/KS123VR62FRV48YYG76V
"Enterprise Application Management","Fuse ESB",https://lightcast.io/open-skills/skills/KS1245K6WKW28J7HVTBY
"Enterprise Application Management","IBM Websphere Application Server",https://lightcast.io/open-skills/skills/KS124Z771F0C4556X85F
"Enterprise Application Management","IBM Websphere Integration Developer",https://lightcast.io/open-skills/skills/KS124ZC69JMW2NX8WS6Q
"Enterprise Application Management","IBM WebSphere Message Broker",https://lightcast.io/open-skills/skills/KS124ZC6S8Q0VWB2YS8T
"Enterprise Application Management","IBM WebSphere Portal",https://lightcast.io/open-skills/skills/KS4421C6QM503M5JCH1Q
